      Energy	InelasticMFP
        (eV)	        (nm)
1.318257e+04	1.305403e+01
1.348963e+04	1.330189e+01
1.380384e+04	1.355435e+01
1.412538e+04	1.381147e+01
1.445440e+04	1.407334e+01
1.479108e+04	1.434003e+01
1.513561e+04	1.461163e+01
1.548817e+04	1.488821e+01
1.584893e+04	1.516985e+01
1.621810e+04	1.545662e+01
1.659587e+04	1.574863e+01
1.698244e+04	1.604593e+01
1.737801e+04	1.634862e+01
1.778279e+04	1.665679e+01
1.819701e+04	1.697050e+01
1.862087e+04	1.728986e+01
1.905461e+04	1.761493e+01
1.949845e+04	1.794582e+01
1.995262e+04	1.828260e+01
2.041738e+04	1.862536e+01
2.089296e+04	1.897419e+01
2.137962e+04	1.932917e+01
2.187762e+04	1.969039e+01
2.238721e+04	2.005795e+01
2.290868e+04	2.043192e+01
2.344229e+04	2.081239e+01
2.398833e+04	2.119947e+01
2.454709e+04	2.159322e+01
2.511886e+04	2.199374e+01
2.570396e+04	2.240113e+01
2.630268e+04	2.281546e+01
2.691535e+04	2.323683e+01
2.754229e+04	2.366532e+01
2.818383e+04	2.410102e+01
2.884032e+04	2.454402e+01
2.951209e+04	2.499440e+01
3.019952e+04	2.545226e+01
3.090295e+04	2.591767e+01
3.162278e+04	2.639072e+01
3.235937e+04	2.687149e+01
3.311311e+04	2.736008e+01
3.388442e+04	2.785655e+01
3.467369e+04	2.836099e+01
3.548134e+04	2.887348e+01
3.630781e+04	2.939410e+01
3.715352e+04	2.992292e+01
3.801894e+04	3.046003e+01
3.890451e+04	3.100548e+01
3.981072e+04	3.155936e+01
4.073803e+04	3.212174e+01
4.168694e+04	3.269267e+01
4.265795e+04	3.327224e+01
4.365158e+04	3.386049e+01
4.466836e+04	3.445749e+01
4.570882e+04	3.506330e+01
4.677351e+04	3.567798e+01
4.786301e+04	3.630157e+01
4.897788e+04	3.693412e+01
5.011872e+04	3.757568e+01
5.128614e+04	3.822630e+01
5.248075e+04	3.888600e+01
5.370318e+04	3.955483e+01
5.495409e+04	4.023282e+01
5.623413e+04	4.091999e+01
5.754399e+04	4.161636e+01
5.888437e+04	4.232196e+01
6.025596e+04	4.303679e+01
6.165950e+04	4.376087e+01
6.309573e+04	4.449420e+01
6.456542e+04	4.523677e+01
6.606934e+04	4.598858e+01
6.760830e+04	4.674962e+01
6.918310e+04	4.751987e+01
7.079458e+04	4.829930e+01
7.244360e+04	4.908789e+01
7.413102e+04	4.988559e+01
7.585776e+04	5.069237e+01
7.762471e+04	5.150816e+01
7.943282e+04	5.233293e+01
8.128305e+04	5.316660e+01
8.317638e+04	5.400910e+01
8.511380e+04	5.486035e+01
8.709636e+04	5.572028e+01
8.912509e+04	5.658877e+01
9.120108e+04	5.746574e+01
9.332543e+04	5.835108e+01
