      Energy	InelasticMFP
        (eV)	        (nm)
6.456542e+03	8.608991e+00
6.606934e+03	8.775881e+00
6.760830e+03	8.946023e+00
6.918310e+03	9.119479e+00
7.079458e+03	9.296311e+00
7.244360e+03	9.476580e+00
7.413102e+03	9.660352e+00
7.585776e+03	9.847690e+00
7.762471e+03	1.003866e+01
7.943282e+03	1.023333e+01
8.128305e+03	1.043177e+01
8.317638e+03	1.063405e+01
8.511380e+03	1.084023e+01
8.709636e+03	1.105039e+01
8.912509e+03	1.126460e+01
9.120108e+03	1.148293e+01
9.332543e+03	1.170547e+01
9.549926e+03	1.193227e+01
9.772372e+03	1.216343e+01
1.000000e+04	1.239901e+01
1.023293e+04	1.263911e+01
1.047129e+04	1.288378e+01
1.071519e+04	1.313313e+01
1.096478e+04	1.338722e+01
1.122018e+04	1.364615e+01
1.148154e+04	1.391000e+01
1.174898e+04	1.417884e+01
1.202264e+04	1.445278e+01
1.230269e+04	1.473189e+01
1.258925e+04	1.501627e+01
1.288250e+04	1.530601e+01
1.318257e+04	1.560119e+01
1.348963e+04	1.590191e+01
1.380384e+04	1.620826e+01
1.412538e+04	1.652033e+01
1.445440e+04	1.683823e+01
1.479108e+04	1.716204e+01
1.513561e+04	1.749186e+01
1.548817e+04	1.782779e+01
1.584893e+04	1.816994e+01
1.621810e+04	1.851839e+01
1.659587e+04	1.887325e+01
1.698244e+04	1.923463e+01
1.737801e+04	1.960262e+01
1.778279e+04	1.997733e+01
1.819701e+04	2.035886e+01
1.862087e+04	2.074732e+01
1.905461e+04	2.114281e+01
1.949845e+04	2.154544e+01
1.995262e+04	2.195531e+01
2.041738e+04	2.237254e+01
2.089296e+04	2.279723e+01
2.137962e+04	2.322949e+01
2.187762e+04	2.366943e+01
2.238721e+04	2.411716e+01
2.290868e+04	2.457279e+01
2.344229e+04	2.503642e+01
2.398833e+04	2.550818e+01
2.454709e+04	2.598816e+01
2.511886e+04	2.647648e+01
2.570396e+04	2.697325e+01
2.630268e+04	2.747859e+01
2.691535e+04	2.799259e+01
2.754229e+04	2.851538e+01
2.818383e+04	2.904705e+01
2.884032e+04	2.958773e+01
2.951209e+04	3.013751e+01
3.019952e+04	3.069651e+01
3.090295e+04	3.126484e+01
3.162278e+04	3.184259e+01
3.235937e+04	3.242988e+01
3.311311e+04	3.302682e+01
3.388442e+04	3.363349e+01
3.467369e+04	3.425001e+01
3.548134e+04	3.487648e+01
3.630781e+04	3.551299e+01
3.715352e+04	3.615964e+01
3.801894e+04	3.681653e+01
3.890451e+04	3.748375e+01
3.981072e+04	3.816139e+01
4.073803e+04	3.884954e+01
4.168694e+04	3.954829e+01
4.265795e+04	4.025772e+01
4.365158e+04	4.097791e+01
4.466836e+04	4.170894e+01
4.570882e+04	4.245088e+01
4.677351e+04	4.320380e+01
4.786301e+04	4.396777e+01
4.897788e+04	4.474286e+01
5.011872e+04	4.552913e+01
5.128614e+04	4.632662e+01
5.248075e+04	4.713539e+01
5.370318e+04	4.795550e+01
5.495409e+04	4.878697e+01
5.623413e+04	4.962985e+01
5.754399e+04	5.048417e+01
5.888437e+04	5.134995e+01
6.025596e+04	5.222721e+01
6.165950e+04	5.311598e+01
6.309573e+04	5.401625e+01
6.456542e+04	5.492803e+01
6.606934e+04	5.585132e+01
6.760830e+04	5.678610e+01
6.918310e+04	5.773235e+01
7.079458e+04	5.869006e+01
7.244360e+04	5.965918e+01
7.413102e+04	6.063968e+01
7.585776e+04	6.163150e+01
7.762471e+04	6.263459e+01
7.943282e+04	6.364889e+01
8.128305e+04	6.467432e+01
8.317638e+04	6.571080e+01
8.511380e+04	6.675823e+01
8.709636e+04	6.781651e+01
8.912509e+04	6.888555e+01
9.120108e+04	6.996520e+01
9.332543e+04	7.105535e+01
9.549926e+04	7.215585e+01
9.772372e+04	7.326656e+01
1.000000e+05	7.438731e+01
1.023293e+05	7.551793e+01
1.047129e+05	7.665824e+01
1.071519e+05	7.780805e+01
1.096478e+05	7.896716e+01
1.122018e+05	8.013535e+01
1.148154e+05	8.131240e+01
1.174898e+05	8.249807e+01
1.202264e+05	8.369211e+01
1.230269e+05	8.489427e+01
1.258925e+05	8.610427e+01
1.288250e+05	8.732184e+01
1.318257e+05	8.854669e+01
1.348963e+05	8.977850e+01
1.380384e+05	9.101697e+01
1.412538e+05	9.226178e+01
1.445440e+05	9.351258e+01
1.479108e+05	9.476903e+01
1.513561e+05	9.603077e+01
1.548817e+05	9.729744e+01
1.584893e+05	9.856865e+01
1.621810e+05	9.984402e+01
1.659587e+05	1.011232e+02
1.698244e+05	1.024056e+02
1.737801e+05	1.036911e+02
1.778279e+05	1.049790e+02
1.819701e+05	1.062690e+02
1.862087e+05	1.075607e+02
1.905461e+05	1.088535e+02
1.949845e+05	1.101471e+02
1.995262e+05	1.114409e+02
2.041738e+05	1.127345e+02
2.089296e+05	1.140275e+02
2.137962e+05	1.153192e+02
2.187762e+05	1.166094e+02
2.238721e+05	1.178973e+02
2.290868e+05	1.191826e+02
2.344229e+05	1.204648e+02
2.398833e+05	1.217434e+02
2.454709e+05	1.230177e+02
2.511886e+05	1.242875e+02
2.570396e+05	1.255520e+02
2.630268e+05	1.268109e+02
2.691535e+05	1.280636e+02
2.754229e+05	1.293097e+02
2.818383e+05	1.305485e+02
2.884032e+05	1.317797e+02
2.951209e+05	1.330027e+02
3.019952e+05	1.342170e+02
3.090295e+05	1.354221e+02
3.162278e+05	1.366176e+02
3.235937e+05	1.378029e+02
3.311311e+05	1.389777e+02
3.388442e+05	1.401413e+02
3.467369e+05	1.412935e+02
3.548134e+05	1.424337e+02
3.630781e+05	1.435615e+02
3.715352e+05	1.446764e+02
3.801894e+05	1.457781e+02
3.890451e+05	1.468661e+02
3.981072e+05	1.479400e+02
4.073803e+05	1.489996e+02
4.168694e+05	1.500443e+02
4.265795e+05	1.510738e+02
4.365158e+05	1.520879e+02
4.466836e+05	1.530860e+02
4.570882e+05	1.540681e+02
4.677351e+05	1.550337e+02
4.786301e+05	1.559825e+02
4.897788e+05	1.569144e+02
5.011872e+05	1.578290e+02
5.128614e+05	1.587261e+02
5.248075e+05	1.596055e+02
5.370318e+05	1.604670e+02
5.495409e+05	1.613104e+02
5.623413e+05	1.621355e+02
5.754399e+05	1.629422e+02
5.888437e+05	1.637304e+02
6.025596e+05	1.644998e+02
6.165950e+05	1.652505e+02
6.309573e+05	1.659824e+02
6.456542e+05	1.666953e+02
6.606934e+05	1.673893e+02
6.760830e+05	1.680642e+02
6.918310e+05	1.687201e+02
7.079458e+05	1.693570e+02
7.244360e+05	1.699749e+02
7.413102e+05	1.705738e+02
7.585776e+05	1.711537e+02
7.762471e+05	1.717148e+02
7.943282e+05	1.722570e+02
8.128305e+05	1.727806e+02
8.317638e+05	1.732855e+02
8.511380e+05	1.737720e+02
8.709636e+05	1.742400e+02
8.912509e+05	1.746899e+02
9.120108e+05	1.751217e+02
9.332543e+05	1.755355e+02
9.549926e+05	1.759317e+02
9.772372e+05	1.763102e+02
1.000000e+06	1.766715e+02
